trType,posX,posY,posZ,slopeXZ,slopeYZ
1,45886.3,81196.1,11631,-0.0257,-0.0047
2,46023.9,81357.4,10323,0.1051,0.1789
2,45987.1,81435.9,10323,0.053,0.2736
6,45878.9,80844.7,10323,-0.0749,-0.4938
