trType,posX,posY,posZ,slopeXZ,slopeYZ
2,53501,52497.8,47728,0.0212,-0.01
1,53431.9,52524.7,45148,0.0703,0.0513
5,53775.8,52322.1,43867,-0.2281,0.1834
