trType,posX,posY,posZ,slopeXZ,slopeYZ
1,21833.7,57091,59363,0.3664,-0.2506
2,20601.7,57664.5,59363,0.0805,-0.1196
3,20294.1,58210.3,55457,0.0495,0.0678
3,19956.9,58978,59363,-0.076,0.1852
3,20247.1,58362.8,59363,-0.005,0.0482
3,19386.8,58823,60655,-0.1564,0.1141
