trType,posX,posY,posZ,slopeXZ,slopeYZ
1,21753.6,37721.9,46432,-0.1179,-0.2736
2,21851.4,37876.1,46432,0.1599,0.2857
2,21711.1,38215.4,47732,-0.0453,0.2584
2,22105.5,38213.8,47732,0.2184,0.2432
