trType,posX,posY,posZ,slopeXZ,slopeYZ
1,39066.8,39753.3,69689,0.0057,0.0207
2,39123.4,39548.6,63121,0.3277,0.0453
2,38986.6,39569.4,63121,-0.3628,0.1625
6,39132.1,39527.1,63121,0.3836,-0.0682
4,39052.3,39591.6,63121,-0.0298,0.2522
5,39319.3,39439.1,61811,-0.2526,0.0968
