trType,posX,posY,posZ,slopeXZ,slopeYZ
1,30504.9,51660.5,24517,0.1604,-0.1267
2,30191.5,51797.9,24517,-0.1725,0.0321
2,29906.2,51395.2,30982,-0.0689,-0.0508
2,30077.5,52183.1,24517,-0.2798,0.4149
4,30539.5,51899,23237,-0.5451,-0.3333
4,31646.3,52909.3,25797,0.5936,0.5332
