trType,posX,posY,posZ,slopeXZ,slopeYZ
2,93696,43517.5,60641,-0.122,0.1858
1,93743.5,43458.1,60641,0.1408,-0.1256
2,93729.8,43474.8,61931,0.01,-0.0083
