trType,posX,posY,posZ,slopeXZ,slopeYZ
1,104511,13984.2,20667,-0.1004,0.1538
2,104646,13798.7,19374,-0.0104,0.1763
2,104640,13766.7,19374,-0.096,-0.1872
4,104611,13827.5,19374,-0.4034,0.4853
5,104718,13797.7,19374,0.7355,0.2146
