trType,posX,posY,posZ,slopeXZ,slopeYZ
1,15529.2,25485.4,29664,-0.241,-0.1934
2,15843.3,25913.2,29664,0.0618,0.271
5,15744.1,25698.4,28373,-0.2101,0.3998
