trType,posX,posY,posZ,slopeXZ,slopeYZ
2,12658.3,51053.3,22009,-0.2016,0.1783
2,12927.2,51160.5,22009,0.0508,0.2715
2,12991.8,50918,22009,0.1146,0.0466
1,12923.5,49888.2,24593,0.0112,-0.2687
2,13920.1,52443.7,27153,0.1733,0.2599
