trType,posX,posY,posZ,slopeXZ,slopeYZ
1,58322.3,20461.9,5221,0.1868,0.061
2,58710.4,20427.7,6504,0.2288,0.032
2,57477.9,20017.5,6504,-0.128,-0.1024
2,57480.5,20628.5,3943,-0.4578,0.3009
2,57821.4,20423.3,3943,-0.0939,0.0967
2,57852.6,20616.5,3943,-0.0673,0.2902
2,58025.1,20465.4,3943,0.1128,0.1361
5,57933,20390.4,2663,-0.0468,-0.1606
5,58084.7,20335.4,2663,-0.5275,0.0128
