trType,posX,posY,posZ,slopeXZ,slopeYZ
2,47205.6,45061.7,29565,0.1345,-0.0757
2,46972.7,44970.4,30872,-0.037,-0.0778
2,47020.8,45223.9,29565,-0.0592,0.0856
2,47199.6,45776.9,30872,0.0596,0.2808
1,46558.2,45062.9,29542,-0.5466,-0.0545
