trType,posX,posY,posZ,slopeXZ,slopeYZ
1,51916.7,21811.7,24461,-0.0562,0.285
2,50949.8,22248.5,23161,-0.4671,0.6368
2,52240.5,20651.6,21861,0.1194,-0.1357
5,52227.7,20602.1,20561,-0.3185,0.5994
5,52271.8,20611.5,20561,-0.4406,0.5674
