trType,posX,posY,posZ,slopeXZ,slopeYZ
1,50068.7,29667.5,43965,0.1686,-0.167
2,49896.5,29728,43965,-0.1801,-0.0343
2,49959.9,29822.3,43965,-0.0448,0.1469
3,49602.2,30273,46507,-0.1287,0.1658
