trType,posX,posY,posZ,slopeXZ,slopeYZ
1,50346.7,16527.1,59342,-0.3819,-0.574
2,50761.8,16892,59342,0.0295,-0.2121
2,50824.7,16980.4,59342,0.0802,-0.1334
