trType,posX,posY,posZ,slopeXZ,slopeYZ
2,36024.5,58246.5,20596,-0.012,0.1771
1,35985.6,57295.8,21896,-0.0266,-0.4317
2,36065,58225.3,20596,0.0603,0.143
2,35716.5,58500.4,23196,-0.086,0.1138
4,36386.7,57957.4,20596,0.5574,-0.2795
6,35649.8,58548.6,20596,-0.5988,0.679
6,36155.3,58278,20596,0.1965,0.2112
5,35785.6,57770.2,19296,0.3802,0.5524
