trType,posX,posY,posZ,slopeXZ,slopeYZ
1,57854.7,73177.1,47755,0.0936,0.1459
6,57685.8,73461.2,47755,-0.159,0.5352
4,57546.6,72589.7,47755,-0.3381,-0.5598
