trType,posX,posY,posZ,slopeXZ,slopeYZ
1,104729,37867.3,44026,-0.2311,-0.0281
2,104947,37838,45292,0.0721,-0.0267
2,104870,37921.6,44026,0.1302,0.1089
2,105246,38927.2,45292,0.2508,0.6179
