trType,posX,posY,posZ,slopeXZ,slopeYZ
1,39059.4,70801.2,28422,0.024,0.1863
2,38696.6,69951.7,25848,-0.4572,-0.4323
6,38631.3,70350.8,25848,-0.5349,0.2497
4,39150,70442,25848,0.309,0.385
5,38493,70433,24557,0.665,-0.351
