trType,posX,posY,posZ,slopeXZ,slopeYZ
1,92621.8,63830.1,6445,-0.3885,-0.1074
2,92725.3,63908.5,6445,-0.2402,0.0036
2,93004.2,64008.7,7735,0.0504,0.0534
2,92947.7,63899.3,6445,0.073,-0.006
