trType,posX,posY,posZ,slopeXZ,slopeYZ
1,25087.5,34291.8,42595,0.102,0.0936
2,24601.5,34251.5,41295,-0.2197,0.1834
5,24912.5,33896.9,39995,-0.316,0.6495
5,24912.5,34214.3,39995,-0.309,-0.5517
5,24971.9,34218.2,39995,-0.5173,-0.5558
