trType,posX,posY,posZ,slopeXZ,slopeYZ
2,44092.8,24261.6,34851,0.1362,0.256
1,42549.6,24838.8,38729,-0.3353,0.1605
2,44437.2,24777,37439,0.131,0.2062
2,44013.9,23978.9,34851,-0.0132,-0.2273
2,44239.5,24076.5,36148,0.1177,-0.0221
4,44085.4,24107.2,34851,0.1183,-0.0156
