trType,posX,posY,posZ,slopeXZ,slopeYZ
1,98647,91809.5,9111,-0.0707,-0.0861
2,98723.5,91885,9111,0.3868,0.3443
3,98881.9,92148.3,10411,0.1325,0.2148
2,98670.1,91856,9111,0.0662,0.1754
2,98416.6,91456.6,10411,-0.1582,-0.2461
3,98162.1,92386.7,14271,-0.0882,0.0969
3,98162.1,92386.7,14271,-0.0904,0.1203
3,98055.5,92509,15537,-0.0993,0.0647
