trType,posX,posY,posZ,slopeXZ,slopeYZ
2,21725.9,6213.7,50390,-0.0582,0.0654
1,21680.2,6168.4,50390,-0.3951,-0.2572
2,21752.4,6201.4,50390,0.1309,-0.0258
3,22012.4,6277.7,51661,0.1601,0.0576
3,22012.4,6277.7,51661,0.1928,0.0574
3,22139,6340.2,54205,0.1049,0.0355
2,21984.4,6478.5,52941,0.0945,0.0775
3,21925.7,6951,54205,0.0502,0.196
3,21797.4,6454.7,51661,0.0543,0.1796
