trType,posX,posY,posZ,slopeXZ,slopeYZ
1,70639.8,17998.2,12911,0.0174,0.1855
3,71131.1,19067.4,15511,0.1221,0.3149
4,70836.8,17585.7,11616,0.4384,-0.095
