trType,posX,posY,posZ,slopeXZ,slopeYZ
1,82321,40791,33484,-0.1232,0.0689
2,82467.7,40736.5,33484,0.0163,0.0181
2,82413.9,40855.7,37385,-0.0082,0.0249
