trType,posX,posY,posZ,slopeXZ,slopeYZ
6,33082.5,29519.1,32272,0.0497,-0.3351
1,33170.5,28377.5,34859,0.0376,-0.4366
2,33068.7,29559.3,32272,-0.1653,0.2563
2,32921.3,29358.7,33563,-0.1251,-0.1225
