trType,posX,posY,posZ,slopeXZ,slopeYZ
2,50457.2,7247.3,54197,0.1301,-0.1119
1,51106.4,7968.6,56787,0.2244,0.1801
4,50427,7351.8,54197,0.09,0.0293
6,48830.1,8123.6,55487,-0.7232,0.347
4,51450.7,5883.9,55487,0.5136,-0.6228
