trType,posX,posY,posZ,slopeXZ,slopeYZ
2,94235.7,40689.2,7772,0.025,0.153
2,94323.1,40346,7772,0.1081,-0.1656
2,94316,40474.2,7772,0.1007,-0.0673
1,93709.7,41613,11637,-0.1094,0.2271
2,95090,39941.3,11637,0.1822,-0.1306
