trType,posX,posY,posZ,slopeXZ,slopeYZ
2,88707.9,34533.9,69476,-0.0262,0.0383
1,89060,34529.2,69476,0.3936,0.0386
3,88612.8,34562.4,72285,-0.0339,0.0168
2,88361.6,34338.2,69476,-0.4477,-0.1904
3,88679.4,34507.3,69476,-0.0637,0.0055
2,88629.3,34536.8,69476,-0.1323,0.0409
2,88696.5,34548.7,69476,-0.0506,0.0473
