trType,posX,posY,posZ,slopeXZ,slopeYZ
2,76314.8,25258.8,16874,0.0212,0.1292
1,76234.3,25580.9,18139,-0.0384,0.1962
2,76408.7,25053.7,16874,0.1348,-0.0787
4,76782.3,25689,16874,0.4992,0.6098
4,75923.2,24582.2,16874,-0.3874,-0.5623
