trType,posX,posY,posZ,slopeXZ,slopeYZ
2,98069,25246.2,16741,-0.1214,-0.1921
2,99235.3,25737.5,18061,0.4913,0.1653
1,97401.8,25809.9,20677,-0.1603,0.0923
