trType,posX,posY,posZ,slopeXZ,slopeYZ
1,44682.4,63817.9,28449,0.105,0.0453
6,45043.8,64004.1,28449,0.4451,0.2199
6,45259.8,63471.9,28449,0.6274,-0.3075
5,44418.3,63678.6,27157,0.6118,0.3716
