trType,posX,posY,posZ,slopeXZ,slopeYZ
2,43555.7,51396.8,20639,-0.4565,0.3862
2,43602.8,51451,20639,-0.3205,0.5314
1,43700.7,51144.5,21939,-0.0091,-0.0623
