trType,posX,posY,posZ,slopeXZ,slopeYZ
2,80022.4,59506.9,41269,0.0971,0.0034
2,79705.9,59487.8,42562,-0.1009,0.0061
2,79980,59899.3,41269,0.0473,0.4294
1,80126,59445.5,41269,0.2121,-0.0625
