trType,posX,posY,posZ,slopeXZ,slopeYZ
6,59280.2,86093.1,60482,0.3973,0.1608
1,59713,88543.6,66895,0.1046,0.3452
2,58686.1,85734.1,60482,-0.2718,-0.2517
2,59419.9,85990.7,60482,0.5689,0.0374
4,58672,85396.9,60482,-0.2333,-0.6294
5,58694.2,86268.4,59170,0.5729,-0.7664
