trType,posX,posY,posZ,slopeXZ,slopeYZ
1,48317.5,65536.8,2791,0.176,-0.114
2,47746.1,65732.7,3868,-0.139,0.0312
2,47817.8,65854.2,2569,-0.2398,0.1707
2,48408,65915.2,3868,0.1371,0.1098
2,48024.6,65639,2569,-0.0582,-0.0174
