trType,posX,posY,posZ,slopeXZ,slopeYZ
1,68293.3,57431.1,46422,0.2387,0.0957
2,67344.3,57422.9,46422,-0.042,0.0989
2,67400.6,57383.5,51605,-0.0145,0.0292
2,67008.3,57150.7,45126,-0.2241,0.0114
6,67208.5,56850.3,43835,-0.4054,-0.3519
4,67761.1,56917.5,43835,0.3901,-0.2549
4,67254.7,57578.1,43835,-0.2598,0.6637
2,67828.5,57606,50310,0.0458,0.0683
4,67555,57073.4,43835,0.3204,-0.2034
4,67418.3,57324.2,43835,-0.1102,0.6584
