trType,posX,posY,posZ,slopeXZ,slopeYZ
1,74211.5,39262.7,45223,0.0522,-0.1188
2,74364.3,39778.7,46523,0.1049,0.3202
2,73896.8,40133.8,47802,-0.1072,0.3019
4,74251.1,39227.3,45223,0.2528,-0.2767
