trType,posX,posY,posZ,slopeXZ,slopeYZ
1,95663.9,68912.4,5442,0.1144,-0.0447
2,95518.7,69337.3,6511,-0.0944,0.3196
2,95258.2,69269.6,6511,-0.2877,0.2749
