trType,posX,posY,posZ,slopeXZ,slopeYZ
1,54268.8,86746.8,19394,0.0531,-0.1573
2,54163.1,87303.2,18105,0.0138,0.2608
2,54693.2,87447.4,18105,0.6045,0.4157
6,54228.5,87199.3,18105,0.0877,0.144
6,54107.6,87416.6,18105,-0.0561,0.3908
5,54021.5,86893.8,16813,0.2756,0.4056
