trType,posX,posY,posZ,slopeXZ,slopeYZ
1,29823.7,31330,7748,-0.0839,0.1654
2,29255.8,31082.9,9048,-0.3291,-0.0766
2,29885.4,31141.2,7748,0.0143,-0.1531
2,30106.8,31305.6,10338,0.0685,0.0232
2,30086.5,31227.1,11638,0.0491,-0.0025
