trType,posX,posY,posZ,slopeXZ,slopeYZ
1,38671.7,14650.2,36101,-0.2663,0.1365
2,38761.5,14864.2,37401,-0.0624,0.1549
2,39125.4,14308.1,36101,0.2267,-0.2281
2,39269.1,14649.3,36101,0.3703,0.1366
3,39308.3,14353.7,37401,0.1632,-0.0857
