trType,posX,posY,posZ,slopeXZ,slopeYZ
1,71726.9,2692,67064,-0.0036,-0.0659
2,71771.9,2750.8,67064,0.4332,0.503
2,71728.1,2730.3,67064,0.012,0.3329
2,71811.4,3013.2,68361,0.0667,0.2305
4,71707.9,2653.3,67064,-0.2144,-0.4557
