trType,posX,posY,posZ,slopeXZ,slopeYZ
1,52771.6,48999.4,64415,-0.0647,-0.0176
3,51827.1,45162.2,70965,-0.1373,-0.5325
6,53190.7,48581.6,64415,0.5564,-0.4972
