trType,posX,posY,posZ,slopeXZ,slopeYZ
1,25979.2,89886.4,43840,0.0495,0.2382
2,25874.3,89524.4,42542,-0.1633,-0.0501
2,26162.3,89461.5,43840,0.2058,-0.0495
6,25989.7,89463.3,42542,0.3646,-0.3114
