trType,posX,posY,posZ,slopeXZ,slopeYZ
2,40593.4,87335.2,63250,0.1181,-0.145
1,40699.1,87838.7,65843,0.0573,0.1139
2,41536.9,87921.5,64543,0.4898,0.2476
4,39847.2,86105.8,64543,-0.3693,-0.6402
5,40218.8,87079.5,61960,0.5027,0.6652
