trType,posX,posY,posZ,slopeXZ,slopeYZ
1,63962.3,62314.9,28412,-0.0218,0.1359
2,64153,62254.2,28412,0.2247,0.0472
2,64133.6,62128.8,28412,0.195,-0.1192
2,64210.3,62111.4,28412,0.3092,-0.1472
